Soil_5_IDE_2-4,147.9299,261.0013,488.4948,662.0673,803.162,900.6316,964.9164,1013.561,1058.998,1110.378,1173.503,1253.834,1357.598,1489.075,1649.039,1831.783,2032.947,2244.761,2467.967,2701.559,2952.949,3226.712,3529.578,3861.476,4227.136,4623.702,5045.401,5496.992,5973.354,6442.911,6914.294
Soil_5_IDE_2-5,148.0334,261.0213,488.2542,661.3032,802.0091,899.3416,963.7626,1011.958,1057.306,1108.656,1171.743,1252.226,1356.078,1487.926,1648.623,1831.284,2033.683,2247.009,2471.234,2705.947,2956.895,3232.122,3533.955,3866.17,4230.955,4629.303,5052.376,5507.916,5980.468,6449.683,6926.452
Soil_5_IDE_3-1,70.99905,120.3572,224.2504,437.2962,855.3953,1505.532,2501.076,3511.114,4428.205,5219.5,5938.232,6677.692,7509.973,8485.108,9622.659,10911.67,12333.53,13878.55,15609.57,17178.58,18640.48,20032.4,21296.6,22493.94,23681.5,24945.85,26504.84,28629.3,30441.09,31685.45,33026.57
Soil_5_IDE_3-2,70.92953,120.3236,224.1214,436.9987,855.0358,1503.599,2495.984,3501.656,4409.69,5185.18,5893.91,6626.884,7470.711,8494.961,9736.735,11195.61,12834.13,14543.9,16251.24,17861.11,19294.96,20614.65,21793.93,22872.17,23990.09,25185.82,26713.61,28826.74,30469.74,31623.18,33057.57
Soil_5_IDE_3-3,70.70549,120.1811,223.9826,436.6013,854.1929,1502.494,2493.842,3499.441,4407.931,5183.859,5894.565,6629.443,7475.271,8509.56,9766.676,11256.38,12926.37,14659.04,16369.22,17952.78,19360.42,20700.54,21879.61,22988.26,24100.47,25296.83,26873.88,28892.64,30459.83,31616.49,33092.73
Soil_5_IDE_3-4,70.93397,120.3325,224.0681,436.5469,853.6532,1501.653,2495.359,3500.665,4409.591,5191.129,5904.854,6636.96,7492.077,8530.465,9797.711,11306.0,12992.81,14748.47,16487.22,18085.87,19537.11,20840.58,22029.86,23145.04,24271.67,25477.02,27095.62,29141.95,30663.13,31881.02,33340.68
Soil_5_IDE_3-5,70.88112,120.1174,223.6283,435.7317,852.3116,1501.25,2496.712,3510.782,4429.983,5217.015,5936.401,6673.483,7531.205,8575.19,9849.194,11374.06,13083.69,14868.4,16638.17,18262.22,19750.81,21092.48,22310.18,23425.53,24572.02,25820.81,27437.6,29471.49,31093.74,32406.68,33751.95
Soil_5_IDE_4-1,100.0598,186.7597,359.985,658.5314,1065.381,1471.19,1785.135,2013.403,2210.141,2425.492,2692.26,3027.429,3438.763,3930.171,4501.882,5154.443,5882.626,6672.247,7547.301,8437.554,9360.984,10299.83,11245.52,12207.98,13183.23,14194.59,15311.7,16697.97,18113.98,19400.93,20748.67
Soil_5_IDE_4-2,101.2583,189.0752,363.7382,662.3338,1063.63,1458.184,1760.883,1980.328,2169.439,2376.86,2638.185,2971.373,3387.521,3893.783,4492.204,5179.329,5945.778,6779.34,7680.338,8599.634,9536.396,10480.42,11423.23,12371.01,13330.42,14328.39,15436.1,16848.44,18343.15,19641.08,20958.15
Soil_5_IDE_4-3,101.7112,189.9888,365.3622,663.5613,1061.638,1450.288,1746.607,1961.067,2146.591,2350.923,2609.144,2941.507,3359.156,3870.489,4479.587,5181.943,5965.681,6814.65,7721.945,8647.629,9588.655,10528.05,11462.39,12395.66,13340.92,14325.62,15428.02,16838.41,18349.11,19676.63,20978.01
Soil_5_IDE_4-4,102.2022,191.0891,367.0616,664.7494,1058.882,1440.828,1731.0,1941.228,2123.835,2326.54,2582.904,2914.44,3333.734,3848.892,4462.968,5172.152,5963.283,6817.27,7723.461,8649.978,9587.684,10521.2,11443.11,12372.4,13311.18,14296.13,15394.64,16794.32,18292.63,19585.05,20835.47
Soil_5_IDE_4-5,102.6194,191.9898,368.4587,665.6624,1056.781,1433.921,1719.701,1926.781,2107.529,2308.972,2564.077,2895.306,3315.694,3833.136,4450.774,5164.69,5958.636,6814.533,7720.618,8646.02,9579.465,10510.33,11427.12,12348.77,13284.37,14262.58,15357.58,16791.44,18206.64,19389.82,20960.74
